2021-11-22 07:38:12 LK Repeating  process in 189
2021-11-22 11:49:27 LW Repeating  process in 55
2021-11-22 11:49:27 LK Repeating  process in 3466
2021-11-22 11:49:28 LW Repeating  process in 54
2021-11-22 11:49:28 LK Repeating  process in 3465
2021-11-22 11:49:29 LW Repeating  process in 53
2021-11-22 11:49:29 LK Repeating  process in 3464
2021-11-22 11:49:30 LW Repeating  process in 52
2021-11-22 11:49:30 LK Repeating  process in 3463
2021-11-22 11:49:31 LW Repeating  process in 51
2021-11-22 11:49:31 LK Repeating  process in 3462
2021-11-22 11:49:32 LW Repeating  process in 50
2021-11-22 11:49:32 LK Repeating  process in 3461
2021-11-22 11:49:33 LW Repeating  process in 49
2021-11-22 11:49:33 LK Repeating  process in 3460
2021-11-22 11:49:34 LW Repeating  process in 48
2021-11-22 11:49:34 LK Repeating  process in 3459
2021-11-22 11:49:35 LW Repeating  process in 47
2021-11-22 11:49:35 LK Repeating  process in 3458
2021-11-22 11:49:36 LW Repeating  process in 46
2021-11-22 11:49:36 LK Repeating  process in 3457
2021-11-22 11:49:37 LW Repeating  process in 45
2021-11-22 11:49:37 LK Repeating  process in 3456
2021-11-22 11:49:38 LW Repeating  process in 44
2021-11-22 11:49:38 LK Repeating  process in 3455
2021-11-22 11:49:39 LW Repeating  process in 43
2021-11-22 11:49:39 LK Repeating  process in 3454
2021-11-22 11:49:40 LW Repeating  process in 42
2021-11-22 11:49:40 LK Repeating  process in 3453
2021-11-22 11:49:41 LW Repeating  process in 41
2021-11-22 11:49:41 LK Repeating  process in 3452
2021-11-22 11:49:42 LW Repeating  process in 40
2021-11-22 11:49:42 LK Repeating  process in 3451
2021-11-22 11:49:43 LW Repeating  process in 39
2021-11-22 11:49:43 LK Repeating  process in 3450
2021-11-22 11:49:44 LW Repeating  process in 38
2021-11-22 11:49:44 LK Repeating  process in 3449
2021-11-22 11:49:45 LW Repeating  process in 37
2021-11-22 11:49:45 LK Repeating  process in 3448
2021-11-22 11:49:46 LW Repeating  process in 36
2021-11-22 11:49:46 LK Repeating  process in 3447
2021-11-22 11:49:47 LW Repeating  process in 35
2021-11-22 11:49:47 LK Repeating  process in 3446
2021-11-22 11:49:48 LW Repeating  process in 34
2021-11-22 11:49:48 LK Repeating  process in 3445
2021-11-22 11:49:49 LW Repeating  process in 33
2021-11-22 11:49:49 LK Repeating  process in 3444
2021-11-22 11:49:50 LW Repeating  process in 32
2021-11-22 11:49:50 LK Repeating  process in 3443
2021-11-22 11:49:51 LW Repeating  process in 31
2021-11-22 11:49:51 LK Repeating  process in 3442
2021-11-22 11:49:52 LW Repeating  process in 30
2021-11-22 11:49:52 LK Repeating  process in 3441
2021-11-22 11:49:53 LW Repeating  process in 29
2021-11-22 11:49:53 LK Repeating  process in 3440
2021-11-22 11:49:54 LW Repeating  process in 28
2021-11-22 11:49:54 LK Repeating  process in 3439
2021-11-22 11:49:55 LW Repeating  process in 27
2021-11-22 11:49:55 LK Repeating  process in 3438
2021-11-22 11:49:56 LW Repeating  process in 26
2021-11-22 11:49:56 LK Repeating  process in 3437
2021-11-22 11:49:57 LW Repeating  process in 25
2021-11-22 11:49:57 LK Repeating  process in 3436
2021-11-22 11:49:58 LW Repeating  process in 24
2021-11-22 11:49:58 LK Repeating  process in 3435
2021-11-22 11:49:59 LW Repeating  process in 23
2021-11-22 11:49:59 LK Repeating  process in 3434
2021-11-22 11:50:00 LW Repeating  process in 22
2021-11-22 11:50:00 LK Repeating  process in 3433
2021-11-22 11:50:01 LW Repeating  process in 21
2021-11-22 11:50:01 LK Repeating  process in 3432
2021-11-22 11:50:02 LW Repeating  process in 20
2021-11-22 11:50:02 LK Repeating  process in 3431
2021-11-22 11:50:03 LW Repeating  process in 19
2021-11-22 11:50:03 LK Repeating  process in 3430
2021-11-22 11:50:04 LW Repeating  process in 18
2021-11-22 11:50:04 LK Repeating  process in 3429
2021-11-22 11:50:05 LW Repeating  process in 17
2021-11-22 11:50:05 LK Repeating  process in 3428
2021-11-22 11:50:06 LW Repeating  process in 16
2021-11-22 11:50:06 LK Repeating  process in 3427
2021-11-22 11:50:07 LW Repeating  process in 15
2021-11-22 11:50:07 LK Repeating  process in 3426
2021-11-22 11:50:08 LW Repeating  process in 14
2021-11-22 11:50:08 LK Repeating  process in 3425
2021-11-22 11:50:09 LW Repeating  process in 13
2021-11-22 11:50:09 LK Repeating  process in 3424
2021-11-22 11:50:10 LW Repeating  process in 12
2021-11-22 11:50:10 LK Repeating  process in 3423
2021-11-22 11:50:11 LW Repeating  process in 11
2021-11-22 11:50:11 LK Repeating  process in 3422
2021-11-22 11:50:12 LW Repeating  process in 10
2021-11-22 11:50:12 LK Repeating  process in 3421
2021-11-22 11:50:13 LW Repeating  process in 9
2021-11-22 11:50:13 LK Repeating  process in 3420
2021-11-22 11:50:14 LW Repeating  process in 8
2021-11-22 11:50:14 LK Repeating  process in 3419
2021-11-22 11:50:15 LW Repeating  process in 7
2021-11-22 11:50:15 LK Repeating  process in 3418
2021-11-22 11:50:16 LW Repeating  process in 6
2021-11-22 11:50:16 LK Repeating  process in 3417
2021-11-22 11:50:17 LW Repeating  process in 5
2021-11-22 11:50:17 LK Repeating  process in 3416
2021-11-22 11:50:18 LW Repeating  process in 4
2021-11-22 11:50:18 LK Repeating  process in 3415
2021-11-22 11:50:19 LW Repeating  process in 3
2021-11-22 11:50:19 LK Repeating  process in 3414
2021-11-22 11:50:20 LW Repeating  process in 2
2021-11-22 11:50:20 LK Repeating  process in 3413
2021-11-22 11:50:21 LW Repeating  process in 1
2021-11-22 11:50:21 LK Repeating  process in 3412
2021-11-22 11:50:22 LW Repeating  process in 0
2021-11-22 11:50:22 LK Repeating  process in 3411
2021-11-22 11:50:23 LW Starting rundown download
2021-11-22 11:50:23 LK Repeating  process in 3410
2021-11-22 11:50:24 LK Repeating  process in 3409
2021-11-22 11:50:25 LK Repeating  process in 3408
2021-11-22 11:50:26 LK Repeating  process in 3407
2021-11-22 11:50:27 LK Repeating  process in 3406
2021-11-22 11:50:28 LK Repeating  process in 3405
2021-11-22 11:50:29 LK Repeating  process in 3404
2021-11-22 11:50:30 LK Repeating  process in 3403
2021-11-22 11:50:31 LK Repeating  process in 3402
2021-11-22 11:50:32 LK Repeating  process in 3401
2021-11-22 11:50:33 LK Repeating  process in 3400
2021-11-22 11:50:34 LK Repeating  process in 3399
2021-11-22 11:50:35 LK Repeating  process in 3398
2021-11-22 11:50:36 LK Repeating  process in 3397
2021-11-22 11:50:36 LW Converting from NSML to dict
2021-11-22 11:50:36 LW Calculating backtimes
2021-11-22 11:50:36 LW Converting dict to json
2021-11-22 11:50:37 LK Repeating  process in 3396
2021-11-22 11:50:38 LK Repeating  process in 3395
2021-11-22 11:50:39 LK Repeating  process in 3394
2021-11-22 11:50:40 LK Repeating  process in 3393
2021-11-22 11:50:40 LW Uploading json files to AWS
2021-11-22 11:50:40 LW Repeating  process in 59
2021-11-22 11:50:41 LK Repeating  process in 3392
2021-11-22 11:50:41 LW Repeating  process in 58
2021-11-22 11:50:42 LK Repeating  process in 3391
2021-11-22 11:50:42 LW Repeating  process in 57
2021-11-22 11:50:43 LK Repeating  process in 3390
2021-11-22 11:50:43 LW Repeating  process in 56
2021-11-22 11:50:44 LK Repeating  process in 3389
2021-11-22 11:50:44 LW Repeating  process in 55
2021-11-22 11:50:45 LK Repeating  process in 3388
2021-11-22 11:50:45 LW Repeating  process in 54
2021-11-22 11:50:46 LK Repeating  process in 3387
2021-11-22 11:50:46 LW Repeating  process in 53
2021-11-22 11:50:47 LK Repeating  process in 3386
2021-11-22 11:50:47 LW Repeating  process in 52
2021-11-22 11:50:48 LK Repeating  process in 3385
2021-11-22 11:50:48 LW Repeating  process in 51
2021-11-22 11:50:49 LK Repeating  process in 3384
2021-11-22 11:50:49 LW Repeating  process in 50
2021-11-22 11:50:50 LK Repeating  process in 3383
2021-11-22 11:50:50 LW Repeating  process in 49
2021-11-22 11:50:51 LK Repeating  process in 3382
2021-11-22 11:50:51 LW Repeating  process in 48
2021-11-22 11:50:52 LK Repeating  process in 3381
2021-11-22 11:50:52 LW Repeating  process in 47
2021-11-22 11:50:53 LK Repeating  process in 3380
2021-11-22 11:50:53 LW Repeating  process in 46
2021-11-22 11:50:54 LK Repeating  process in 3379
2021-11-22 11:50:54 LW Repeating  process in 45
2021-11-22 11:50:55 LK Repeating  process in 3378
2021-11-22 11:50:55 LW Repeating  process in 44
2021-11-22 11:50:56 LK Repeating  process in 3377
2021-11-22 11:50:56 LW Repeating  process in 43
2021-11-22 11:50:57 LK Repeating  process in 3376
2021-11-22 11:50:57 LW Repeating  process in 42
2021-11-22 11:50:58 LK Repeating  process in 3375
2021-11-22 11:50:58 LW Repeating  process in 41
2021-11-22 11:50:59 LK Repeating  process in 3374
2021-11-22 11:50:59 LW Repeating  process in 40
2021-11-22 11:51:00 LK Repeating  process in 3373
2021-11-22 11:51:00 LW Repeating  process in 39
2021-11-22 11:51:01 LK Repeating  process in 3372
2021-11-22 11:51:01 LW Repeating  process in 38
2021-11-22 11:51:02 LK Repeating  process in 3371
2021-11-22 11:51:02 LW Repeating  process in 37
2021-11-22 11:51:03 LK Repeating  process in 3370
2021-11-22 11:51:03 LW Repeating  process in 36
2021-11-22 11:51:04 LK Repeating  process in 3369
2021-11-22 11:51:04 LW Repeating  process in 35
2021-11-22 11:51:05 LK Repeating  process in 3368
2021-11-22 11:51:05 LW Repeating  process in 34
2021-11-22 11:51:06 LK Repeating  process in 3367
2021-11-22 11:51:06 LW Repeating  process in 33
2021-11-22 11:51:07 LK Repeating  process in 3366
2021-11-22 11:51:07 LW Repeating  process in 32
2021-11-22 11:51:08 LK Repeating  process in 3365
2021-11-22 11:51:08 LW Repeating  process in 31
2021-11-22 11:51:09 LK Repeating  process in 3364
2021-11-22 11:51:09 LW Repeating  process in 30
2021-11-22 11:51:10 LK Repeating  process in 3363
2021-11-22 11:51:10 LW Repeating  process in 29
2021-11-22 11:51:11 LK Repeating  process in 3362
2021-11-22 11:51:11 LW Repeating  process in 28
2021-11-22 11:51:12 LK Repeating  process in 3361
2021-11-22 11:51:12 LW Repeating  process in 27
2021-11-22 11:51:13 LK Repeating  process in 3360
2021-11-22 11:51:13 LW Repeating  process in 26
2021-11-22 11:51:14 LK Repeating  process in 3359
2021-11-22 11:51:14 LW Repeating  process in 25
2021-11-22 11:51:15 LK Repeating  process in 3358
2021-11-22 11:51:15 LW Repeating  process in 24
2021-11-22 11:51:16 LK Repeating  process in 3357
2021-11-22 11:51:16 LW Repeating  process in 23
2021-11-22 11:51:17 LK Repeating  process in 3356
2021-11-22 11:51:17 LW Repeating  process in 22
2021-11-22 11:51:18 LK Repeating  process in 3355
2021-11-22 11:51:18 LW Repeating  process in 21
2021-11-22 11:51:19 LK Repeating  process in 3354
2021-11-22 11:51:19 LW Repeating  process in 20
2021-11-22 11:51:20 LK Repeating  process in 3353
2021-11-22 11:51:20 LW Repeating  process in 19
2021-11-22 11:51:21 LK Repeating  process in 3352
2021-11-22 11:51:21 LW Repeating  process in 18
2021-11-22 11:51:22 LK Repeating  process in 3351
2021-11-22 11:51:22 LW Repeating  process in 17
2021-11-22 11:51:23 LK Repeating  process in 3350
2021-11-22 11:51:23 LW Repeating  process in 16
2021-11-22 11:51:24 LK Repeating  process in 3349
2021-11-22 11:51:24 LW Repeating  process in 15
2021-11-22 11:51:25 LK Repeating  process in 3348
2021-11-22 11:51:25 LW Repeating  process in 14
2021-11-22 11:51:26 LK Repeating  process in 3347
2021-11-22 11:51:26 LW Repeating  process in 13
2021-11-22 11:51:27 LK Repeating  process in 3346
2021-11-22 11:51:27 LW Repeating  process in 12
2021-11-22 11:51:28 LK Repeating  process in 3345
2021-11-22 11:51:28 LW Repeating  process in 11
2021-11-22 11:51:29 LK Repeating  process in 3344
2021-11-22 11:51:29 LW Repeating  process in 10
2021-11-22 11:51:30 LK Repeating  process in 3343
2021-11-22 11:51:30 LW Repeating  process in 9
2021-11-22 11:51:31 LK Repeating  process in 3342
2021-11-22 11:51:31 LW Repeating  process in 8
2021-11-22 11:51:32 LK Repeating  process in 3341
2021-11-22 11:51:32 LW Repeating  process in 7
2021-11-22 11:51:33 LK Repeating  process in 3340
2021-11-22 11:51:33 LW Repeating  process in 6
2021-11-22 11:51:34 LK Repeating  process in 3339
2021-11-22 11:51:34 LW Repeating  process in 5
2021-11-22 11:51:35 LK Repeating  process in 3338
2021-11-22 11:51:35 LW Repeating  process in 4
2021-11-22 11:51:36 LK Repeating  process in 3337
2021-11-22 11:51:36 LW Repeating  process in 3
2021-11-22 11:51:37 LK Repeating  process in 3336
2021-11-22 11:51:37 LW Repeating  process in 2
2021-11-22 11:51:38 LK Repeating  process in 3335
2021-11-22 11:51:38 LW Repeating  process in 1
2021-11-22 11:51:39 LK Repeating  process in 3334
2021-11-22 11:51:39 LW Repeating  process in 0
2021-11-22 11:51:40 LK Repeating  process in 3333
2021-11-22 11:51:40 LW Starting rundown download
2021-11-22 11:51:41 LK Repeating  process in 3332
2021-11-22 11:51:42 LK Repeating  process in 3331
2021-11-22 11:51:43 LK Repeating  process in 3330
2021-11-22 11:51:44 LK Repeating  process in 3329
2021-11-22 11:51:45 LK Repeating  process in 3328
2021-11-22 11:51:46 LK Repeating  process in 3327
2021-11-22 11:51:47 LK Repeating  process in 3326
2021-11-22 11:51:48 LK Repeating  process in 3325
2021-11-22 11:51:49 LK Repeating  process in 3324
2021-11-22 11:51:50 LK Repeating  process in 3323
2021-11-22 11:51:51 LK Repeating  process in 3322
2021-11-22 11:51:52 LK Repeating  process in 3321
2021-11-22 11:51:53 LK Repeating  process in 3320
2021-11-22 11:51:54 LW Converting from NSML to dict
2021-11-22 11:51:54 LW Calculating backtimes
2021-11-22 11:51:54 LW Converting dict to json
2021-11-22 11:51:54 LK Repeating  process in 3319
2021-11-22 11:51:55 LW Uploading json files to AWS
2021-11-22 11:51:55 LW Repeating  process in 59
2021-11-22 11:51:55 LK Repeating  process in 3318
2021-11-22 11:51:56 LW Repeating  process in 58
2021-11-22 11:51:56 LK Repeating  process in 3317
2021-11-22 11:51:57 LW Repeating  process in 57
2021-11-22 11:51:57 LK Repeating  process in 3316
2021-11-22 11:51:58 LW Repeating  process in 56
2021-11-22 11:51:58 LK Repeating  process in 3315
2021-11-22 11:51:59 LW Repeating  process in 55
2021-11-22 11:51:59 LK Repeating  process in 3314
2021-11-22 11:52:00 LW Repeating  process in 54
2021-11-22 11:52:00 LK Repeating  process in 3313
2021-11-22 11:52:01 LW Repeating  process in 53
2021-11-22 11:52:01 LK Repeating  process in 3312
2021-11-22 11:52:02 LW Repeating  process in 52
2021-11-22 11:52:02 LK Repeating  process in 3311
2021-11-22 11:52:03 LW Repeating  process in 51
2021-11-22 11:52:03 LK Repeating  process in 3310
2021-11-22 11:52:04 LW Repeating  process in 50
2021-11-22 11:52:04 LK Repeating  process in 3309
2021-11-22 11:52:05 LW Repeating  process in 49
2021-11-22 11:52:05 LK Repeating  process in 3308
2021-11-22 11:52:06 LW Repeating  process in 48
2021-11-22 11:52:06 LK Repeating  process in 3307
2021-11-22 11:52:07 LW Repeating  process in 47
2021-11-22 11:52:07 LK Repeating  process in 3306
2021-11-22 11:52:08 LW Repeating  process in 46
2021-11-22 11:52:08 LK Repeating  process in 3305
2021-11-22 11:52:09 LW Repeating  process in 45
2021-11-22 11:52:09 LK Repeating  process in 3304
2021-11-22 11:52:10 LW Repeating  process in 44
2021-11-22 11:52:10 LK Repeating  process in 3303
2021-11-22 11:52:11 LW Repeating  process in 43
2021-11-22 11:52:11 LK Repeating  process in 3302
2021-11-22 11:52:12 LW Repeating  process in 42
2021-11-22 11:52:12 LK Repeating  process in 3301
2021-11-22 11:52:13 LW Repeating  process in 41
2021-11-22 11:52:13 LK Repeating  process in 3300
2021-11-22 11:52:14 LW Repeating  process in 40
2021-11-22 11:52:14 LK Repeating  process in 3299
2021-11-22 11:52:15 LW Repeating  process in 39
2021-11-22 11:52:15 LK Repeating  process in 3298
2021-11-22 11:52:16 LW Repeating  process in 38
2021-11-22 11:52:16 LK Repeating  process in 3297
2021-11-22 11:52:17 LW Repeating  process in 37
2021-11-22 11:52:17 LK Repeating  process in 3296
2021-11-22 11:52:18 LW Repeating  process in 36
2021-11-22 11:52:18 LK Repeating  process in 3295
2021-11-22 11:52:19 LW Repeating  process in 35
2021-11-22 11:52:19 LK Repeating  process in 3294
2021-11-22 11:52:20 LW Repeating  process in 34
2021-11-22 11:52:20 LK Repeating  process in 3293
2021-11-22 11:52:21 LW Repeating  process in 33
2021-11-22 11:52:21 LK Repeating  process in 3292
2021-11-22 11:52:22 LW Repeating  process in 32
2021-11-22 11:52:22 LK Repeating  process in 3291
2021-11-22 11:52:22 LW Repeating  process in 31
2021-11-22 11:52:23 LK Repeating  process in 3290
2021-11-22 11:52:23 LW Repeating  process in 30
2021-11-22 11:52:24 LK Repeating  process in 3289
2021-11-22 11:52:24 LW Repeating  process in 29
2021-11-22 11:52:25 LK Repeating  process in 3288
2021-11-22 11:52:25 LW Repeating  process in 28
2021-11-22 11:52:26 LK Repeating  process in 3287
2021-11-22 11:52:26 LW Repeating  process in 27
2021-11-22 11:52:27 LK Repeating  process in 3286
2021-11-22 11:52:27 LW Repeating  process in 26
2021-11-22 11:52:28 LK Repeating  process in 3285
2021-11-22 11:52:28 LW Repeating  process in 25
2021-11-22 11:52:29 LK Repeating  process in 3284
2021-11-22 11:52:29 LW Repeating  process in 24
2021-11-22 11:52:30 LK Repeating  process in 3283
2021-11-22 11:52:30 LW Repeating  process in 23
2021-11-22 11:52:31 LK Repeating  process in 3282
2021-11-22 11:52:31 LW Repeating  process in 22
2021-11-22 11:52:32 LK Repeating  process in 3281
2021-11-22 11:52:32 LW Repeating  process in 21
2021-11-22 11:52:33 LK Repeating  process in 3280
2021-11-22 11:52:33 LW Repeating  process in 20
2021-11-22 11:52:34 LK Repeating  process in 3279
2021-11-22 11:52:34 LW Repeating  process in 19
2021-11-22 11:52:35 LK Repeating  process in 3278
2021-11-22 11:52:35 LW Repeating  process in 18
2021-11-22 11:52:36 LK Repeating  process in 3277
2021-11-22 11:52:36 LW Repeating  process in 17
2021-11-22 11:52:37 LK Repeating  process in 3276
2021-11-22 11:52:37 LW Repeating  process in 16
2021-11-22 11:52:38 LK Repeating  process in 3275
2021-11-22 11:52:38 LW Repeating  process in 15
2021-11-22 11:52:39 LK Repeating  process in 3274
2021-11-22 11:52:39 LW Repeating  process in 14
2021-11-22 11:52:40 LK Repeating  process in 3273
2021-11-22 11:52:40 LW Repeating  process in 13
2021-11-22 11:52:41 LK Repeating  process in 3272
2021-11-22 11:52:41 LW Repeating  process in 12
2021-11-22 11:52:42 LK Repeating  process in 3271
2021-11-22 11:52:42 LW Repeating  process in 11
2021-11-22 11:52:43 LK Repeating  process in 3270
2021-11-22 11:52:43 LW Repeating  process in 10
2021-11-22 11:52:44 LK Repeating  process in 3269
2021-11-22 11:52:44 LW Repeating  process in 9
2021-11-22 11:52:45 LK Repeating  process in 3268
2021-11-22 11:52:45 LW Repeating  process in 8
2021-11-22 11:52:46 LK Repeating  process in 3267
2021-11-22 11:52:46 LW Repeating  process in 7
2021-11-22 11:52:47 LK Repeating  process in 3266
2021-11-22 11:52:47 LW Repeating  process in 6
2021-11-22 11:52:48 LK Repeating  process in 3265
2021-11-22 11:52:48 LW Repeating  process in 5
2021-11-22 11:52:49 LK Repeating  process in 3264
2021-11-22 11:52:49 LW Repeating  process in 4
2021-11-22 11:52:50 LK Repeating  process in 3263
2021-11-22 11:52:50 LW Repeating  process in 3
2021-11-22 11:52:51 LK Repeating  process in 3262
2021-11-22 11:52:51 LW Repeating  process in 2
2021-11-22 11:52:52 LK Repeating  process in 3261
2021-11-22 11:52:52 LW Repeating  process in 1
2021-11-22 11:52:53 LK Repeating  process in 3260
2021-11-22 11:52:53 LW Repeating  process in 0
2021-11-22 11:52:54 LK Repeating  process in 3259
2021-11-22 11:52:54 LW Starting rundown download
2021-11-22 11:52:55 LK Repeating  process in 3258
2021-11-22 11:52:56 LK Repeating  process in 3257
2021-11-22 11:52:57 LK Repeating  process in 3256
2021-11-22 11:52:58 LK Repeating  process in 3255
2021-11-22 11:52:59 LK Repeating  process in 3254
2021-11-22 11:53:00 LK Repeating  process in 3253
2021-11-22 11:53:01 LK Repeating  process in 3252
2021-11-22 11:53:02 LK Repeating  process in 3251
2021-11-22 11:53:03 LK Repeating  process in 3250
2021-11-22 11:53:04 LK Repeating  process in 3249
2021-11-22 11:53:05 LK Repeating  process in 3248
2021-11-22 11:53:06 LK Repeating  process in 3247
2021-11-22 11:53:07 LK Repeating  process in 3246
2021-11-22 11:53:08 LW Converting from NSML to dict
2021-11-22 11:53:08 LW Calculating backtimes
2021-11-22 11:53:08 LW Converting dict to json
2021-11-22 11:53:08 LK Repeating  process in 3245
2021-11-22 11:53:09 LK Repeating  process in 3244
2021-11-22 11:53:10 LK Repeating  process in 3243
2021-11-22 11:53:11 LK Repeating  process in 3242
2021-11-22 11:53:12 LK Repeating  process in 3241
2021-11-22 11:53:12 LW Uploading json files to AWS
2021-11-22 11:53:12 LW Repeating  process in 59
2021-11-22 11:53:13 LK Repeating  process in 3240
2021-11-22 11:53:13 LW Repeating  process in 58
2021-11-22 11:53:14 LK Repeating  process in 3239
2021-11-22 11:53:14 LW Repeating  process in 57
2021-11-22 11:53:15 LK Repeating  process in 3238
2021-11-22 11:53:15 LW Repeating  process in 56
2021-11-22 11:53:16 LK Repeating  process in 3237
2021-11-22 11:53:16 LW Repeating  process in 55
2021-11-22 11:53:17 LK Repeating  process in 3236
2021-11-22 11:53:17 LW Repeating  process in 54
2021-11-22 11:53:18 LK Repeating  process in 3235
2021-11-22 11:53:18 LW Repeating  process in 53
2021-11-22 11:53:19 LK Repeating  process in 3234
2021-11-22 11:53:19 LW Repeating  process in 52
2021-11-22 11:53:20 LK Repeating  process in 3233
2021-11-22 11:53:20 LW Repeating  process in 51
2021-11-22 11:53:21 LK Repeating  process in 3232
2021-11-22 11:53:21 LW Repeating  process in 50
2021-11-22 11:53:22 LK Repeating  process in 3231
2021-11-22 11:53:22 LW Repeating  process in 49
2021-11-22 11:53:23 LK Repeating  process in 3230
2021-11-22 11:53:23 LW Repeating  process in 48
2021-11-22 11:53:24 LK Repeating  process in 3229
2021-11-22 11:53:24 LW Repeating  process in 47
2021-11-22 11:53:25 LK Repeating  process in 3228
2021-11-22 11:53:25 LW Repeating  process in 46
2021-11-22 11:53:26 LK Repeating  process in 3227
2021-11-22 11:53:26 LW Repeating  process in 45
2021-11-22 11:53:27 LK Repeating  process in 3226
2021-11-22 11:53:27 LW Repeating  process in 44
2021-11-22 11:53:28 LK Repeating  process in 3225
2021-11-22 11:53:28 LW Repeating  process in 43
2021-11-22 11:53:29 LK Repeating  process in 3224
2021-11-22 11:53:29 LW Repeating  process in 42
2021-11-22 11:53:30 LK Repeating  process in 3223
2021-11-22 11:53:30 LW Repeating  process in 41
2021-11-22 11:53:31 LK Repeating  process in 3222
2021-11-22 11:53:31 LW Repeating  process in 40
2021-11-22 11:53:32 LK Repeating  process in 3221
2021-11-22 11:53:32 LW Repeating  process in 39
2021-11-22 11:53:33 LK Repeating  process in 3220
2021-11-22 11:53:33 LW Repeating  process in 38
2021-11-22 11:53:34 LK Repeating  process in 3219
2021-11-22 11:53:34 LW Repeating  process in 37
2021-11-22 11:53:35 LK Repeating  process in 3218
2021-11-22 11:53:35 LW Repeating  process in 36
2021-11-22 11:53:36 LK Repeating  process in 3217
2021-11-22 11:53:36 LW Repeating  process in 35
2021-11-22 11:53:37 LK Repeating  process in 3216
2021-11-22 11:53:37 LW Repeating  process in 34
2021-11-22 11:53:38 LK Repeating  process in 3215
2021-11-22 11:53:38 LW Repeating  process in 33
2021-11-22 11:53:39 LK Repeating  process in 3214
2021-11-22 11:53:39 LW Repeating  process in 32
2021-11-22 11:53:40 LK Repeating  process in 3213
2021-11-22 11:53:40 LW Repeating  process in 31
2021-11-22 11:53:41 LK Repeating  process in 3212
2021-11-22 11:53:41 LW Repeating  process in 30
2021-11-22 11:53:42 LK Repeating  process in 3211
2021-11-22 11:53:42 LW Repeating  process in 29
2021-11-22 11:53:43 LK Repeating  process in 3210
2021-11-22 11:53:43 LW Repeating  process in 28
2021-11-22 11:53:44 LK Repeating  process in 3209
2021-11-22 11:53:44 LW Repeating  process in 27
2021-11-22 11:53:45 LK Repeating  process in 3208
2021-11-22 11:53:45 LW Repeating  process in 26
2021-11-22 11:53:46 LK Repeating  process in 3207
2021-11-22 11:53:46 LW Repeating  process in 25
2021-11-22 11:53:47 LK Repeating  process in 3206
2021-11-22 11:53:47 LW Repeating  process in 24
2021-11-22 11:53:48 LK Repeating  process in 3205
2021-11-22 11:53:48 LW Repeating  process in 23
2021-11-22 11:53:49 LK Repeating  process in 3204
2021-11-22 11:53:49 LW Repeating  process in 22
2021-11-22 11:53:50 LK Repeating  process in 3203
2021-11-22 11:53:50 LW Repeating  process in 21
2021-11-22 11:53:51 LK Repeating  process in 3202
2021-11-22 11:53:51 LW Repeating  process in 20
2021-11-22 11:53:52 LK Repeating  process in 3201
2021-11-22 11:53:52 LW Repeating  process in 19
2021-11-22 11:53:53 LK Repeating  process in 3200
2021-11-22 11:53:53 LW Repeating  process in 18
2021-11-22 11:53:54 LK Repeating  process in 3199
2021-11-22 11:53:54 LW Repeating  process in 17
2021-11-22 11:53:55 LK Repeating  process in 3198
2021-11-22 11:53:55 LW Repeating  process in 16
2021-11-22 11:53:56 LK Repeating  process in 3197
2021-11-22 11:53:56 LW Repeating  process in 15
2021-11-22 11:53:57 LK Repeating  process in 3196
2021-11-22 11:53:57 LW Repeating  process in 14
2021-11-22 11:53:58 LK Repeating  process in 3195
2021-11-22 11:53:58 LW Repeating  process in 13
2021-11-22 11:53:59 LK Repeating  process in 3194
2021-11-22 11:53:59 LW Repeating  process in 12
2021-11-22 11:54:00 LK Repeating  process in 3193
2021-11-22 11:54:00 LW Repeating  process in 11
2021-11-22 11:54:01 LK Repeating  process in 3192
2021-11-22 11:54:01 LW Repeating  process in 10
2021-11-22 11:54:02 LK Repeating  process in 3191
2021-11-22 11:54:02 LW Repeating  process in 9
2021-11-22 11:54:03 LK Repeating  process in 3190
2021-11-22 11:54:03 LW Repeating  process in 8
2021-11-22 11:54:04 LK Repeating  process in 3189
2021-11-22 11:54:04 LW Repeating  process in 7
2021-11-22 11:54:05 LK Repeating  process in 3188
2021-11-22 11:54:05 LW Repeating  process in 6
2021-11-22 11:54:06 LK Repeating  process in 3187
2021-11-22 11:54:06 LW Repeating  process in 5
2021-11-22 11:54:07 LK Repeating  process in 3186
2021-11-22 11:54:07 LW Repeating  process in 4
2021-11-22 11:54:08 LK Repeating  process in 3185
2021-11-22 11:54:08 LW Repeating  process in 3
2021-11-22 11:54:09 LK Repeating  process in 3184
2021-11-22 11:54:09 LW Repeating  process in 2
2021-11-22 11:54:10 LK Repeating  process in 3183
2021-11-22 11:54:10 LW Repeating  process in 1
2021-11-22 11:54:11 LK Repeating  process in 3182
2021-11-22 11:54:11 LW Repeating  process in 0
2021-11-22 11:54:12 LK Repeating  process in 3181
2021-11-22 11:54:12 LW Starting rundown download
2021-11-22 11:54:13 LK Repeating  process in 3180
2021-11-22 11:54:14 LK Repeating  process in 3179
2021-11-22 11:54:15 LK Repeating  process in 3178
2021-11-22 11:54:16 LK Repeating  process in 3177
2021-11-22 11:54:17 LK Repeating  process in 3176
2021-11-22 11:54:18 LK Repeating  process in 3175
2021-11-22 11:54:19 LK Repeating  process in 3174
2021-11-22 11:54:20 LK Repeating  process in 3173
2021-11-22 11:54:21 LK Repeating  process in 3172
